point_id,latitude,longitude
sdf_grid_0001,38.0,-122.8
sdf_grid_0002,38.0,-122.75
sdf_grid_0003,38.0,-122.7
sdf_grid_0004,38.0,-122.65
sdf_grid_0005,38.0,-122.6
sdf_grid_0006,38.0,-122.55
sdf_grid_0007,38.0,-122.5
sdf_grid_0008,38.0,-122.45
sdf_grid_0009,38.0,-122.4
sdf_grid_0010,38.0,-122.35
sdf_grid_0011,38.0,-122.3
sdf_grid_0012,38.0,-122.25
sdf_grid_0013,38.0,-122.2
sdf_grid_0014,38.0,-122.15
sdf_grid_0015,38.0,-122.1
sdf_grid_0016,38.0,-122.05
sdf_grid_0017,38.0,-122.0
sdf_grid_0018,38.0,-121.95
sdf_grid_0019,38.0,-121.9
sdf_grid_0020,38.0,-121.85
sdf_grid_0021,38.0,-121.8
sdf_grid_0022,38.0,-121.75
sdf_grid_0023,38.0,-121.7
sdf_grid_0024,38.0,-121.65
sdf_grid_0025,38.0,-121.6
sdf_grid_0026,38.0,-121.55
sdf_grid_0027,38.0,-121.5
sdf_grid_0028,38.0,-121.45
sdf_grid_0029,38.0,-121.4
sdf_grid_0030,38.0,-121.35
sdf_grid_0031,38.0,-121.3
sdf_grid_0032,38.0,-121.25
sdf_grid_0033,38.0,-121.2
sdf_grid_0034,38.05,-122.8
sdf_grid_0035,38.05,-122.75
sdf_grid_0036,38.05,-122.7
sdf_grid_0037,38.05,-122.65
sdf_grid_0038,38.05,-122.6
sdf_grid_0039,38.05,-122.55
sdf_grid_0040,38.05,-122.5
sdf_grid_0041,38.05,-122.45
sdf_grid_0042,38.05,-122.4
sdf_grid_0043,38.05,-122.35
sdf_grid_0044,38.05,-122.3
sdf_grid_0045,38.05,-122.25
sdf_grid_0046,38.05,-122.2
sdf_grid_0047,38.05,-122.15
sdf_grid_0048,38.05,-122.1
sdf_grid_0049,38.05,-122.05
sdf_grid_0050,38.05,-122.0
sdf_grid_0051,38.05,-121.95
sdf_grid_0052,38.05,-121.9
sdf_grid_0053,38.05,-121.85
sdf_grid_0054,38.05,-121.8
sdf_grid_0055,38.05,-121.75
sdf_grid_0056,38.05,-121.7
sdf_grid_0057,38.05,-121.65
sdf_grid_0058,38.05,-121.6
sdf_grid_0059,38.05,-121.55
sdf_grid_0060,38.05,-121.5
sdf_grid_0061,38.05,-121.45
sdf_grid_0062,38.05,-121.4
sdf_grid_0063,38.05,-121.35
sdf_grid_0064,38.05,-121.3
sdf_grid_0065,38.05,-121.25
sdf_grid_0066,38.05,-121.2
sdf_grid_0067,38.1,-122.8
sdf_grid_0068,38.1,-122.75
sdf_grid_0069,38.1,-122.7
sdf_grid_0070,38.1,-122.65
sdf_grid_0071,38.1,-122.6
sdf_grid_0072,38.1,-122.55
sdf_grid_0073,38.1,-122.5
sdf_grid_0074,38.1,-122.45
sdf_grid_0075,38.1,-122.4
sdf_grid_0076,38.1,-122.35
sdf_grid_0077,38.1,-122.3
sdf_grid_0078,38.1,-122.25
sdf_grid_0079,38.1,-122.2
sdf_grid_0080,38.1,-122.15
sdf_grid_0081,38.1,-122.1
sdf_grid_0082,38.1,-122.05
sdf_grid_0083,38.1,-122.0
sdf_grid_0084,38.1,-121.95
sdf_grid_0085,38.1,-121.9
sdf_grid_0086,38.1,-121.85
sdf_grid_0087,38.1,-121.8
sdf_grid_0088,38.1,-121.75
sdf_grid_0089,38.1,-121.7
sdf_grid_0090,38.1,-121.65
sdf_grid_0091,38.1,-121.6
sdf_grid_0092,38.1,-121.55
sdf_grid_0093,38.1,-121.5
sdf_grid_0094,38.1,-121.45
sdf_grid_0095,38.1,-121.4
sdf_grid_0096,38.1,-121.35
sdf_grid_0097,38.1,-121.3
sdf_grid_0098,38.1,-121.25
sdf_grid_0099,38.1,-121.2
sdf_grid_0100,38.15,-122.8
sdf_grid_0101,38.15,-122.75
sdf_grid_0102,38.15,-122.7
sdf_grid_0103,38.15,-122.65
sdf_grid_0104,38.15,-122.6
sdf_grid_0105,38.15,-122.55
sdf_grid_0106,38.15,-122.5
sdf_grid_0107,38.15,-122.45
sdf_grid_0108,38.15,-122.4
sdf_grid_0109,38.15,-122.35
sdf_grid_0110,38.15,-122.3
sdf_grid_0111,38.15,-122.25
sdf_grid_0112,38.15,-122.2
sdf_grid_0113,38.15,-122.15
sdf_grid_0114,38.15,-122.1
sdf_grid_0115,38.15,-122.05
sdf_grid_0116,38.15,-122.0
sdf_grid_0117,38.15,-121.95
sdf_grid_0118,38.15,-121.9
sdf_grid_0119,38.15,-121.85
sdf_grid_0120,38.15,-121.8
sdf_grid_0121,38.15,-121.75
sdf_grid_0122,38.15,-121.7
sdf_grid_0123,38.15,-121.65
sdf_grid_0124,38.15,-121.6
sdf_grid_0125,38.15,-121.55
sdf_grid_0126,38.15,-121.5
sdf_grid_0127,38.15,-121.45
sdf_grid_0128,38.15,-121.4
sdf_grid_0129,38.15,-121.35
sdf_grid_0130,38.15,-121.3
sdf_grid_0131,38.15,-121.25
sdf_grid_0132,38.15,-121.2
sdf_grid_0133,38.2,-122.8
sdf_grid_0134,38.2,-122.75
sdf_grid_0135,38.2,-122.7
sdf_grid_0136,38.2,-122.65
sdf_grid_0137,38.2,-122.6
sdf_grid_0138,38.2,-122.55
sdf_grid_0139,38.2,-122.5
sdf_grid_0140,38.2,-122.45
sdf_grid_0141,38.2,-122.4
sdf_grid_0142,38.2,-122.35
sdf_grid_0143,38.2,-122.3
sdf_grid_0144,38.2,-122.25
sdf_grid_0145,38.2,-122.2
sdf_grid_0146,38.2,-122.15
sdf_grid_0147,38.2,-122.1
sdf_grid_0148,38.2,-122.05
sdf_grid_0149,38.2,-122.0
sdf_grid_0150,38.2,-121.95
sdf_grid_0151,38.2,-121.9
sdf_grid_0152,38.2,-121.85
sdf_grid_0153,38.2,-121.8
sdf_grid_0154,38.2,-121.75
sdf_grid_0155,38.2,-121.7
sdf_grid_0156,38.2,-121.65
sdf_grid_0157,38.2,-121.6
sdf_grid_0158,38.2,-121.55
sdf_grid_0159,38.2,-121.5
sdf_grid_0160,38.2,-121.45
sdf_grid_0161,38.2,-121.4
sdf_grid_0162,38.2,-121.35
sdf_grid_0163,38.2,-121.3
sdf_grid_0164,38.2,-121.25
sdf_grid_0165,38.2,-121.2
sdf_grid_0166,38.25,-122.8
sdf_grid_0167,38.25,-122.75
sdf_grid_0168,38.25,-122.7
sdf_grid_0169,38.25,-122.65
sdf_grid_0170,38.25,-122.6
sdf_grid_0171,38.25,-122.55
sdf_grid_0172,38.25,-122.5
sdf_grid_0173,38.25,-122.45
sdf_grid_0174,38.25,-122.4
sdf_grid_0175,38.25,-122.35
sdf_grid_0176,38.25,-122.3
sdf_grid_0177,38.25,-122.25
sdf_grid_0178,38.25,-122.2
sdf_grid_0179,38.25,-122.15
sdf_grid_0180,38.25,-122.1
sdf_grid_0181,38.25,-122.05
sdf_grid_0182,38.25,-122.0
sdf_grid_0183,38.25,-121.95
sdf_grid_0184,38.25,-121.9
sdf_grid_0185,38.25,-121.85
sdf_grid_0186,38.25,-121.8
sdf_grid_0187,38.25,-121.75
sdf_grid_0188,38.25,-121.7
sdf_grid_0189,38.25,-121.65
sdf_grid_0190,38.25,-121.6
sdf_grid_0191,38.25,-121.55
sdf_grid_0192,38.25,-121.5
sdf_grid_0193,38.25,-121.45
sdf_grid_0194,38.25,-121.4
sdf_grid_0195,38.25,-121.35
sdf_grid_0196,38.25,-121.3
sdf_grid_0197,38.25,-121.25
sdf_grid_0198,38.25,-121.2
sdf_grid_0199,38.3,-122.8
sdf_grid_0200,38.3,-122.75
sdf_grid_0201,38.3,-122.7
sdf_grid_0202,38.3,-122.65
sdf_grid_0203,38.3,-122.6
sdf_grid_0204,38.3,-122.55
sdf_grid_0205,38.3,-122.5
sdf_grid_0206,38.3,-122.45
sdf_grid_0207,38.3,-122.4
sdf_grid_0208,38.3,-122.35
sdf_grid_0209,38.3,-122.3
sdf_grid_0210,38.3,-122.25
sdf_grid_0211,38.3,-122.2
sdf_grid_0212,38.3,-122.15
sdf_grid_0213,38.3,-122.1
sdf_grid_0214,38.3,-122.05
sdf_grid_0215,38.3,-122.0
sdf_grid_0216,38.3,-121.95
sdf_grid_0217,38.3,-121.9
sdf_grid_0218,38.3,-121.85
sdf_grid_0219,38.3,-121.8
sdf_grid_0220,38.3,-121.75
sdf_grid_0221,38.3,-121.7
sdf_grid_0222,38.3,-121.65
sdf_grid_0223,38.3,-121.6
sdf_grid_0224,38.3,-121.55
sdf_grid_0225,38.3,-121.5
sdf_grid_0226,38.3,-121.45
sdf_grid_0227,38.3,-121.4
sdf_grid_0228,38.3,-121.35
sdf_grid_0229,38.3,-121.3
sdf_grid_0230,38.3,-121.25
sdf_grid_0231,38.3,-121.2
sdf_grid_0232,38.35,-122.8
sdf_grid_0233,38.35,-122.75
sdf_grid_0234,38.35,-122.7
sdf_grid_0235,38.35,-122.65
sdf_grid_0236,38.35,-122.6
sdf_grid_0237,38.35,-122.55
sdf_grid_0238,38.35,-122.5
sdf_grid_0239,38.35,-122.45
sdf_grid_0240,38.35,-122.4
sdf_grid_0241,38.35,-122.35
sdf_grid_0242,38.35,-122.3
sdf_grid_0243,38.35,-122.25
sdf_grid_0244,38.35,-122.2
sdf_grid_0245,38.35,-122.15
sdf_grid_0246,38.35,-122.1
sdf_grid_0247,38.35,-122.05
sdf_grid_0248,38.35,-122.0
sdf_grid_0249,38.35,-121.95
sdf_grid_0250,38.35,-121.9
sdf_grid_0251,38.35,-121.85
sdf_grid_0252,38.35,-121.8
sdf_grid_0253,38.35,-121.75
sdf_grid_0254,38.35,-121.7
sdf_grid_0255,38.35,-121.65
sdf_grid_0256,38.35,-121.6
sdf_grid_0257,38.35,-121.55
sdf_grid_0258,38.35,-121.5
sdf_grid_0259,38.35,-121.45
sdf_grid_0260,38.35,-121.4
sdf_grid_0261,38.35,-121.35
sdf_grid_0262,38.35,-121.3
sdf_grid_0263,38.35,-121.25
sdf_grid_0264,38.35,-121.2
sdf_grid_0265,38.4,-122.8
sdf_grid_0266,38.4,-122.75
sdf_grid_0267,38.4,-122.7
sdf_grid_0268,38.4,-122.65
sdf_grid_0269,38.4,-122.6
sdf_grid_0270,38.4,-122.55
sdf_grid_0271,38.4,-122.5
sdf_grid_0272,38.4,-122.45
sdf_grid_0273,38.4,-122.4
sdf_grid_0274,38.4,-122.35
sdf_grid_0275,38.4,-122.3
sdf_grid_0276,38.4,-122.25
sdf_grid_0277,38.4,-122.2
sdf_grid_0278,38.4,-122.15
sdf_grid_0279,38.4,-122.1
sdf_grid_0280,38.4,-122.05
sdf_grid_0281,38.4,-122.0
sdf_grid_0282,38.4,-121.95
sdf_grid_0283,38.4,-121.9
sdf_grid_0284,38.4,-121.85
sdf_grid_0285,38.4,-121.8
sdf_grid_0286,38.4,-121.75
sdf_grid_0287,38.4,-121.7
sdf_grid_0288,38.4,-121.65
sdf_grid_0289,38.4,-121.6
sdf_grid_0290,38.4,-121.55
sdf_grid_0291,38.4,-121.5
sdf_grid_0292,38.4,-121.45
sdf_grid_0293,38.4,-121.4
sdf_grid_0294,38.4,-121.35
sdf_grid_0295,38.4,-121.3
sdf_grid_0296,38.4,-121.25
sdf_grid_0297,38.4,-121.2
sdf_grid_0298,38.45,-122.8
sdf_grid_0299,38.45,-122.75
sdf_grid_0300,38.45,-122.7
sdf_grid_0301,38.45,-122.65
sdf_grid_0302,38.45,-122.6
sdf_grid_0303,38.45,-122.55
sdf_grid_0304,38.45,-122.5
sdf_grid_0305,38.45,-122.45
sdf_grid_0306,38.45,-122.4
sdf_grid_0307,38.45,-122.35
sdf_grid_0308,38.45,-122.3
sdf_grid_0309,38.45,-122.25
sdf_grid_0310,38.45,-122.2
sdf_grid_0311,38.45,-122.15
sdf_grid_0312,38.45,-122.1
sdf_grid_0313,38.45,-122.05
sdf_grid_0314,38.45,-122.0
sdf_grid_0315,38.45,-121.95
sdf_grid_0316,38.45,-121.9
sdf_grid_0317,38.45,-121.85
sdf_grid_0318,38.45,-121.8
sdf_grid_0319,38.45,-121.75
sdf_grid_0320,38.45,-121.7
sdf_grid_0321,38.45,-121.65
sdf_grid_0322,38.45,-121.6
sdf_grid_0323,38.45,-121.55
sdf_grid_0324,38.45,-121.5
sdf_grid_0325,38.45,-121.45
sdf_grid_0326,38.45,-121.4
sdf_grid_0327,38.45,-121.35
sdf_grid_0328,38.45,-121.3
sdf_grid_0329,38.45,-121.25
sdf_grid_0330,38.45,-121.2
sdf_grid_0331,38.5,-122.8
sdf_grid_0332,38.5,-122.75
sdf_grid_0333,38.5,-122.7
sdf_grid_0334,38.5,-122.65
sdf_grid_0335,38.5,-122.6
sdf_grid_0336,38.5,-122.55
sdf_grid_0337,38.5,-122.5
sdf_grid_0338,38.5,-122.45
sdf_grid_0339,38.5,-122.4
sdf_grid_0340,38.5,-122.35
sdf_grid_0341,38.5,-122.3
sdf_grid_0342,38.5,-122.25
sdf_grid_0343,38.5,-122.2
sdf_grid_0344,38.5,-122.15
sdf_grid_0345,38.5,-122.1
sdf_grid_0346,38.5,-122.05
sdf_grid_0347,38.5,-122.0
sdf_grid_0348,38.5,-121.95
sdf_grid_0349,38.5,-121.9
sdf_grid_0350,38.5,-121.85
sdf_grid_0351,38.5,-121.8
sdf_grid_0352,38.5,-121.75
sdf_grid_0353,38.5,-121.7
sdf_grid_0354,38.5,-121.65
sdf_grid_0355,38.5,-121.6
sdf_grid_0356,38.5,-121.55
sdf_grid_0357,38.5,-121.5
sdf_grid_0358,38.5,-121.45
sdf_grid_0359,38.5,-121.4
sdf_grid_0360,38.5,-121.35
sdf_grid_0361,38.5,-121.3
sdf_grid_0362,38.5,-121.25
sdf_grid_0363,38.5,-121.2
sdf_grid_0364,38.55,-122.8
sdf_grid_0365,38.55,-122.75
sdf_grid_0366,38.55,-122.7
sdf_grid_0367,38.55,-122.65
sdf_grid_0368,38.55,-122.6
sdf_grid_0369,38.55,-122.55
sdf_grid_0370,38.55,-122.5
sdf_grid_0371,38.55,-122.45
sdf_grid_0372,38.55,-122.4
sdf_grid_0373,38.55,-122.35
sdf_grid_0374,38.55,-122.3
sdf_grid_0375,38.55,-122.25
sdf_grid_0376,38.55,-122.2
sdf_grid_0377,38.55,-122.15
sdf_grid_0378,38.55,-122.1
sdf_grid_0379,38.55,-122.05
sdf_grid_0380,38.55,-122.0
sdf_grid_0381,38.55,-121.95
sdf_grid_0382,38.55,-121.9
sdf_grid_0383,38.55,-121.85
sdf_grid_0384,38.55,-121.8
sdf_grid_0385,38.55,-121.75
sdf_grid_0386,38.55,-121.7
sdf_grid_0387,38.55,-121.65
sdf_grid_0388,38.55,-121.6
sdf_grid_0389,38.55,-121.55
sdf_grid_0390,38.55,-121.5
sdf_grid_0391,38.55,-121.45
sdf_grid_0392,38.55,-121.4
sdf_grid_0393,38.55,-121.35
sdf_grid_0394,38.55,-121.3
sdf_grid_0395,38.55,-121.25
sdf_grid_0396,38.55,-121.2
sdf_grid_0397,38.6,-122.8
sdf_grid_0398,38.6,-122.75
sdf_grid_0399,38.6,-122.7
sdf_grid_0400,38.6,-122.65
sdf_grid_0401,38.6,-122.6
sdf_grid_0402,38.6,-122.55
sdf_grid_0403,38.6,-122.5
sdf_grid_0404,38.6,-122.45
sdf_grid_0405,38.6,-122.4
sdf_grid_0406,38.6,-122.35
sdf_grid_0407,38.6,-122.3
sdf_grid_0408,38.6,-122.25
sdf_grid_0409,38.6,-122.2
sdf_grid_0410,38.6,-122.15
sdf_grid_0411,38.6,-122.1
sdf_grid_0412,38.6,-122.05
sdf_grid_0413,38.6,-122.0
sdf_grid_0414,38.6,-121.95
sdf_grid_0415,38.6,-121.9
sdf_grid_0416,38.6,-121.85
sdf_grid_0417,38.6,-121.8
sdf_grid_0418,38.6,-121.75
sdf_grid_0419,38.6,-121.7
sdf_grid_0420,38.6,-121.65
sdf_grid_0421,38.6,-121.6
sdf_grid_0422,38.6,-121.55
sdf_grid_0423,38.6,-121.5
sdf_grid_0424,38.6,-121.45
sdf_grid_0425,38.6,-121.4
sdf_grid_0426,38.6,-121.35
sdf_grid_0427,38.6,-121.3
sdf_grid_0428,38.6,-121.25
sdf_grid_0429,38.6,-121.2
sdf_grid_0430,38.65,-122.8
sdf_grid_0431,38.65,-122.75
sdf_grid_0432,38.65,-122.7
sdf_grid_0433,38.65,-122.65
sdf_grid_0434,38.65,-122.6
sdf_grid_0435,38.65,-122.55
sdf_grid_0436,38.65,-122.5
sdf_grid_0437,38.65,-122.45
sdf_grid_0438,38.65,-122.4
sdf_grid_0439,38.65,-122.35
sdf_grid_0440,38.65,-122.3
sdf_grid_0441,38.65,-122.25
sdf_grid_0442,38.65,-122.2
sdf_grid_0443,38.65,-122.15
sdf_grid_0444,38.65,-122.1
sdf_grid_0445,38.65,-122.05
sdf_grid_0446,38.65,-122.0
sdf_grid_0447,38.65,-121.95
sdf_grid_0448,38.65,-121.9
sdf_grid_0449,38.65,-121.85
sdf_grid_0450,38.65,-121.8
sdf_grid_0451,38.65,-121.75
sdf_grid_0452,38.65,-121.7
sdf_grid_0453,38.65,-121.65
sdf_grid_0454,38.65,-121.6
sdf_grid_0455,38.65,-121.55
sdf_grid_0456,38.65,-121.5
sdf_grid_0457,38.65,-121.45
sdf_grid_0458,38.65,-121.4
sdf_grid_0459,38.65,-121.35
sdf_grid_0460,38.65,-121.3
sdf_grid_0461,38.65,-121.25
sdf_grid_0462,38.65,-121.2
sdf_grid_0463,38.7,-122.8
sdf_grid_0464,38.7,-122.75
sdf_grid_0465,38.7,-122.7
sdf_grid_0466,38.7,-122.65
sdf_grid_0467,38.7,-122.6
sdf_grid_0468,38.7,-122.55
sdf_grid_0469,38.7,-122.5
sdf_grid_0470,38.7,-122.45
sdf_grid_0471,38.7,-122.4
sdf_grid_0472,38.7,-122.35
sdf_grid_0473,38.7,-122.3
sdf_grid_0474,38.7,-122.25
sdf_grid_0475,38.7,-122.2
sdf_grid_0476,38.7,-122.15
sdf_grid_0477,38.7,-122.1
sdf_grid_0478,38.7,-122.05
sdf_grid_0479,38.7,-122.0
sdf_grid_0480,38.7,-121.95
sdf_grid_0481,38.7,-121.9
sdf_grid_0482,38.7,-121.85
sdf_grid_0483,38.7,-121.8
sdf_grid_0484,38.7,-121.75
sdf_grid_0485,38.7,-121.7
sdf_grid_0486,38.7,-121.65
sdf_grid_0487,38.7,-121.6
sdf_grid_0488,38.7,-121.55
sdf_grid_0489,38.7,-121.5
sdf_grid_0490,38.7,-121.45
sdf_grid_0491,38.7,-121.4
sdf_grid_0492,38.7,-121.35
sdf_grid_0493,38.7,-121.3
sdf_grid_0494,38.7,-121.25
sdf_grid_0495,38.7,-121.2
sdf_grid_0496,38.75,-122.8
sdf_grid_0497,38.75,-122.75
sdf_grid_0498,38.75,-122.7
sdf_grid_0499,38.75,-122.65
sdf_grid_0500,38.75,-122.6
sdf_grid_0501,38.75,-122.55
sdf_grid_0502,38.75,-122.5
sdf_grid_0503,38.75,-122.45
sdf_grid_0504,38.75,-122.4
sdf_grid_0505,38.75,-122.35
sdf_grid_0506,38.75,-122.3
sdf_grid_0507,38.75,-122.25
sdf_grid_0508,38.75,-122.2
sdf_grid_0509,38.75,-122.15
sdf_grid_0510,38.75,-122.1
sdf_grid_0511,38.75,-122.05
sdf_grid_0512,38.75,-122.0
sdf_grid_0513,38.75,-121.95
sdf_grid_0514,38.75,-121.9
sdf_grid_0515,38.75,-121.85
sdf_grid_0516,38.75,-121.8
sdf_grid_0517,38.75,-121.75
sdf_grid_0518,38.75,-121.7
sdf_grid_0519,38.75,-121.65
sdf_grid_0520,38.75,-121.6
sdf_grid_0521,38.75,-121.55
sdf_grid_0522,38.75,-121.5
sdf_grid_0523,38.75,-121.45
sdf_grid_0524,38.75,-121.4
sdf_grid_0525,38.75,-121.35
sdf_grid_0526,38.75,-121.3
sdf_grid_0527,38.75,-121.25
sdf_grid_0528,38.75,-121.2
sdf_grid_0529,38.8,-122.8
sdf_grid_0530,38.8,-122.75
sdf_grid_0531,38.8,-122.7
sdf_grid_0532,38.8,-122.65
sdf_grid_0533,38.8,-122.6
sdf_grid_0534,38.8,-122.55
sdf_grid_0535,38.8,-122.5
sdf_grid_0536,38.8,-122.45
sdf_grid_0537,38.8,-122.4
sdf_grid_0538,38.8,-122.35
sdf_grid_0539,38.8,-122.3
sdf_grid_0540,38.8,-122.25
sdf_grid_0541,38.8,-122.2
sdf_grid_0542,38.8,-122.15
sdf_grid_0543,38.8,-122.1
sdf_grid_0544,38.8,-122.05
sdf_grid_0545,38.8,-122.0
sdf_grid_0546,38.8,-121.95
sdf_grid_0547,38.8,-121.9
sdf_grid_0548,38.8,-121.85
sdf_grid_0549,38.8,-121.8
sdf_grid_0550,38.8,-121.75
sdf_grid_0551,38.8,-121.7
sdf_grid_0552,38.8,-121.65
sdf_grid_0553,38.8,-121.6
sdf_grid_0554,38.8,-121.55
sdf_grid_0555,38.8,-121.5
sdf_grid_0556,38.8,-121.45
sdf_grid_0557,38.8,-121.4
sdf_grid_0558,38.8,-121.35
sdf_grid_0559,38.8,-121.3
sdf_grid_0560,38.8,-121.25
sdf_grid_0561,38.8,-121.2
sdf_grid_0562,38.85,-122.8
sdf_grid_0563,38.85,-122.75
sdf_grid_0564,38.85,-122.7
sdf_grid_0565,38.85,-122.65
sdf_grid_0566,38.85,-122.6
sdf_grid_0567,38.85,-122.55
sdf_grid_0568,38.85,-122.5
sdf_grid_0569,38.85,-122.45
sdf_grid_0570,38.85,-122.4
sdf_grid_0571,38.85,-122.35
sdf_grid_0572,38.85,-122.3
sdf_grid_0573,38.85,-122.25
sdf_grid_0574,38.85,-122.2
sdf_grid_0575,38.85,-122.15
sdf_grid_0576,38.85,-122.1
sdf_grid_0577,38.85,-122.05
sdf_grid_0578,38.85,-122.0
sdf_grid_0579,38.85,-121.95
sdf_grid_0580,38.85,-121.9
sdf_grid_0581,38.85,-121.85
sdf_grid_0582,38.85,-121.8
sdf_grid_0583,38.85,-121.75
sdf_grid_0584,38.85,-121.7
sdf_grid_0585,38.85,-121.65
sdf_grid_0586,38.85,-121.6
sdf_grid_0587,38.85,-121.55
sdf_grid_0588,38.85,-121.5
sdf_grid_0589,38.85,-121.45
sdf_grid_0590,38.85,-121.4
sdf_grid_0591,38.85,-121.35
sdf_grid_0592,38.85,-121.3
sdf_grid_0593,38.85,-121.25
sdf_grid_0594,38.85,-121.2
sdf_grid_0595,38.9,-122.8
sdf_grid_0596,38.9,-122.75
sdf_grid_0597,38.9,-122.7
sdf_grid_0598,38.9,-122.65
sdf_grid_0599,38.9,-122.6
sdf_grid_0600,38.9,-122.55
sdf_grid_0601,38.9,-122.5
sdf_grid_0602,38.9,-122.45
sdf_grid_0603,38.9,-122.4
sdf_grid_0604,38.9,-122.35
sdf_grid_0605,38.9,-122.3
sdf_grid_0606,38.9,-122.25
sdf_grid_0607,38.9,-122.2
sdf_grid_0608,38.9,-122.15
sdf_grid_0609,38.9,-122.1
sdf_grid_0610,38.9,-122.05
sdf_grid_0611,38.9,-122.0
sdf_grid_0612,38.9,-121.95
sdf_grid_0613,38.9,-121.9
sdf_grid_0614,38.9,-121.85
sdf_grid_0615,38.9,-121.8
sdf_grid_0616,38.9,-121.75
sdf_grid_0617,38.9,-121.7
sdf_grid_0618,38.9,-121.65
sdf_grid_0619,38.9,-121.6
sdf_grid_0620,38.9,-121.55
sdf_grid_0621,38.9,-121.5
sdf_grid_0622,38.9,-121.45
sdf_grid_0623,38.9,-121.4
sdf_grid_0624,38.9,-121.35
sdf_grid_0625,38.9,-121.3
sdf_grid_0626,38.9,-121.25
sdf_grid_0627,38.9,-121.2
